"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/japan","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/tokyo","37977000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/indonesia","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/jakarta","34540000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/philippines","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/manila","23088000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/korea,_south","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/seoul","21794000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/mexico","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/mexico_city","20996000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/china","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/beijing","19433000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/egypt","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/cairo","19372000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/russia","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/moscow","17125000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/thailand","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/bangkok","17066000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/argentina","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/buenos_aires","16157000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/bangladesh","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/dhaka","15443000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/iran","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/tehran","13633000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/congo_kinshasa","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/kinshasa","13528000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/france","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/paris","11020000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/united_kingdom","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/london","10979000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/peru","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/lima","9848000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/colombia","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/bogota","9464000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/angola","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/luanda","8417000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/malaysia","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/kuala_lumpur","8285000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/vietnam","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/hanoi","7785000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/sudan","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/khartoum","7282000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/chile","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/santiago","7007000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/saudi_arabia","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/riyadh","6881000"
"http://www.semanticweb.org/ernesto/in3067-inm713/lab5/tanzania","http://www.semanticweb.org/ernesto/in3067-inm713/lab5/dar_es_salaam","6698000"
