"http://dbpedia.org/resource/Japan","http://dbpedia.org/resource/Tokyo","37977000"
"http://dbpedia.org/resource/Indonesia","http://dbpedia.org/resource/Jakarta","34540000"
"http://dbpedia.org/resource/Philippines","http://dbpedia.org/resource/Manila","23088000"
"http://dbpedia.org/resource/South_Korea","http://dbpedia.org/resource/Seoul","21794000"
"http://dbpedia.org/resource/Mexico","http://dbpedia.org/resource/Mexico_City","20996000"
"http://dbpedia.org/resource/China","http://dbpedia.org/resource/Beijing","19433000"
"http://dbpedia.org/resource/Egypt","http://dbpedia.org/resource/Cairo","19372000"
"http://dbpedia.org/resource/Russia","http://dbpedia.org/resource/Moscow","17125000"
"http://dbpedia.org/resource/Thailand","http://dbpedia.org/resource/Bangkok","17066000"
"http://dbpedia.org/resource/Argentina","http://dbpedia.org/resource/Buenos_Aires","16157000"
"http://dbpedia.org/resource/Bangladesh","http://dbpedia.org/resource/Dhaka","15443000"
"http://dbpedia.org/resource/Tehran","http://dbpedia.org/resource/Tehran","13633000"
"http://dbpedia.org/resource/Kinshasa","http://dbpedia.org/resource/Kinshasa","13528000"
"http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","11020000"
"http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","10979000"
"http://dbpedia.org/resource/Peru","http://dbpedia.org/resource/Lima","9848000"
"http://dbpedia.org/resource/Colombia","http://dbpedia.org/resource/Bogota,_New_Jersey","9464000"
"http://dbpedia.org/resource/Angola","http://dbpedia.org/resource/Luanda","8417000"
"http://dbpedia.org/resource/Malaysia","http://dbpedia.org/resource/Kuala_Lumpur","8285000"
"http://dbpedia.org/resource/Vietnam","http://dbpedia.org/resource/Hanoi","7785000"
"http://dbpedia.org/resource/Sudan","http://dbpedia.org/resource/Khartoum","7282000"
"http://dbpedia.org/resource/Chile","http://dbpedia.org/resource/Santiago","7007000"
"http://dbpedia.org/resource/Saudi_Arabia","http://dbpedia.org/resource/Riyadh","6881000"
"http://dbpedia.org/resource/Tanzania","http://dbpedia.org/resource/Dar_es_Salaam","6698000"
